country,city,operator,quality
"Ukraine","Sumy","ЧП Запорожец","Estimated routing"
"Ukraine","Sumy","ЧП Масюк Т.О.","Estimated routing"
"Ukraine","Sumy","ЧП Олейник А.Г.","Estimated routing"
"Ukraine","Sumy","ЧП Согор","Estimated routing"
"Ukraine","Ternopil","FlixBus","Timetable routing"
"Ukraine","Ternopil","SIA LATLINES","Estimated routing"
"Ukraine","Ternopil","АТ Укрзалізниця","Estimated routing"
"Ukraine","Ternopil","КП Міськавтранс","Estimated routing"
"Ukraine","Ternopil","КП ТернопільЕлектроТранс","Estimated routing"
"Ukraine","Ternopil","ПАТ Тернопільське АТП 16127","Estimated routing"
"Ukraine","Ternopil","ПП Тернвояж","Estimated routing"
"Ukraine","Ternopil","ТОВ АТК Еталон","Estimated routing"
"Ukraine","Ternopil","ТОВ Менс Авто","Estimated routing"
"Ukraine","Ternopil","ТОВ Назар Транс","Estimated routing"
"Ukraine","Ternopil","ФОП Лагіш Юрій Ігорович","Estimated routing"
"Ukraine","Uzhhorodskyi raion","FlixBus","Timetable routing"
"Ukraine","Uzhhorodskyi raion","Transit agency (Uzhgorod)","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПАТ Ужгородське АТП 12107","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПАТ Ужгородське АТП-12107","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПП Дору Михайло Іванович","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПП Магей Юрій Михайлович","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПП Фетько Володимир Іванович","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ПП Шік-Транс","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ТОВ Паннонія Авто-Центр","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ТОВ Транс-Уж","Estimated routing"
"Ukraine","Uzhhorodskyi raion","ФОП Симкович Михайло Юрійович","Estimated routing"
"Ukraine","Vinnytsia","FlixBus","Timetable routing"
"Ukraine","Vinnytsia","SIA LATLINES","Estimated routing"
"Ukraine","Vinnytsia","Transit agency (Vinnytsia)","Estimated routing"
"Ukraine","Vinnytsia","АТ Укрзалiзниця","Estimated routing"
"Ukraine","Vinnytsia","АТ Укрзалізниця","Estimated routing"
"Ukraine","Vinnytsia","КП Винницкая транспортная компания","Estimated routing"
"Ukraine","Vinnytsia","КП Винницкое трамвайно-троллейбусное управление","Estimated routing"
"Ukraine","Vinnytsia","ООО Сириус","Estimated routing"
"Ukraine","Vinnytsia","ПАТ Укрзализнiця","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Kerch)","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Saky)","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Sevastopol)","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Simferopol)","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Yalta)","Estimated routing"
"Ukraine","Yevpatoriia","Transit agency (Yevpatoria)","Estimated routing"
"Ukraine","Yevpatoriia","ИП Джемилов И.Э.","Estimated routing"
"Ukraine","Yevpatoriia","ИП Джемилов Э.И.","Estimated routing"
"Ukraine","Yevpatoriia","МУП Трамвайное управление им. И.А. Пятецкого","Estimated routing"
"Ukraine","Yevpatoriia","ООО «Южная пригородная пассажирская компания»","Estimated routing"
"Ukraine","Yevpatoriia","ООО АТП-2008","Estimated routing"
"Ukraine","Yevpatoriia","ООО Евпатранс","Estimated routing"
"Ukraine","Yevpatoriia","ООО Магистраль-Юг","Estimated routing"
"Ukraine","Yevpatoriia","ООО ТК Ирина","Estimated routing"
"Ukraine","Yevpatoriia","ООО Трасса","Estimated routing"
"Ukraine","Zaporizhia","-","Estimated routing"
"Ukraine","Zaporizhia","AUTOLUX","Estimated routing"
"Ukraine","Zaporizhia","Transit agency (Zaporozhye)","Estimated routing"
"Ukraine","Zaporizhia","АТП 12329","Estimated routing"
"Ukraine","Zaporizhia","ГП Администрация речных портов","Estimated routing"
"Ukraine","Zaporizhia","ЗАО Профтакси","Estimated routing"
"Ukraine","Zaporizhia","КП ЗапорожЭлектроТранс","Estimated routing"
"Ukraine","Zaporizhia","КП Запорожэлектортранс","Estimated routing"
"Ukraine","Zaporizhia","КП Запорожэлектротранс","Estimated routing"
"Ukraine","Zaporizhia","КП СМР ЕлектроАвтоТранс","Estimated routing"
"Ukraine","Zaporizhia","КПГЭТ Запорожэлектротранс","Estimated routing"
"Ukraine","Zaporizhia","ОАО Автопарк","Estimated routing"
"Ukraine","Zaporizhia","ОАО ЗАТП 12329","Estimated routing"
"Ukraine","Zaporizhia","ООО Автопространство Запорожье","Estimated routing"
"Ukraine","Zaporizhia","ООО Автостандарт","Estimated routing"
"Ukraine","Zaporizhia","ООО Автоэкспресс-Днепр","Estimated routing"
"Ukraine","Zaporizhia","ООО Альфа-Транс","Estimated routing"
"Ukraine","Zaporizhia","ООО Альянс-Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Альянс-авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Запорожградтранс","Estimated routing"
"Ukraine","Zaporizhia","ООО Запорожские автомобильные линии","Estimated routing"
"Ukraine","Zaporizhia","ООО Мотор-класс","Estimated routing"
"Ukraine","Zaporizhia","ООО Правектар","Estimated routing"
"Ukraine","Zaporizhia","ООО Пригородные сообщения","Estimated routing"
"Ukraine","Zaporizhia","ООО Сич Альянс Групп","Estimated routing"
"Ukraine","Zaporizhia","ООО ТК Гранд-Авто ОАО ЗАТП 12329","Estimated routing"
"Ukraine","Zaporizhia","ООО Транспортная компания Спринт Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Транспортная компания Спринт-Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Транспортная компанияСпринт-Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Тревел-Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Феникс-Авто","Estimated routing"
"Ukraine","Zaporizhia","ООО Юнитранс Авто","Estimated routing"
"Ukraine","Zaporizhia","Перевозчик города Запорожье","Estimated routing"
"Ukraine","Zaporizhia","Приднiпровска залiзнiця","Estimated routing"
"Ukraine","Zaporizhia","УкрЗалізниця","Estimated routing"
"Ukraine","Zaporizhia","ЧП Микитенко Николай Александрович","Estimated routing"
"Ukraine","Zhytomyr","ECOLINES","Estimated routing"
"Ukraine","Zhytomyr","Eurolines SA","Estimated routing"
"Ukraine","Zhytomyr","FlixBus","Timetable routing"
"Ukraine","Zhytomyr","Transit agency (Zhytomyr)","Estimated routing"
"Ukraine","Zhytomyr","КП Житомирское ТТУ","Estimated routing"
"Ukraine","Zhytomyr","КП Житомирское трамвайно-троллейбусное управление (ЖТТУ)","Estimated routing"
"Ukraine","Zhytomyr","ОАО Житомирськое АТП 11827","Estimated routing"
"Ukraine","Zhytomyr","ООО Легион-авто","Estimated routing"
"Ukraine","Zhytomyr","ООО Сириус","Estimated routing"
"Ukraine","Zhytomyr","ПАТ Укрзализнiця","Estimated routing"
"Ukraine","Zhytomyr","Трамвайно-троллейбусное управление","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Бабкин Игорь Викторович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Бабкин Максим Олегович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Голота Наталья Борисовна","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Грищук Геннадий Иванович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Добровинський Олег Викторович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Крутий Юрий Ярославович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Куят Василий Гарикович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Лось Анатолий Владимирович","Estimated routing"
"Ukraine","Zhytomyr","ФЛП Савицкая Алина Аркадьевна","Estimated routing"
"Ukraine","Zhytomyr","ЧП Иваницька Т.В.","Estimated routing"
"Ukraine","Zhytomyr","ЧП ПАТП - 2007","Estimated routing"
"Ukraine","Zhytomyr","ЧП Шерифф","Estimated routing"
"United States","Akron","Cuyahoga Valley Scenic Railroad","Estimated routing"
"United States","Akron","METRO","Realtime routing"
"United States","Akron","Portage Area Regional Transit Authority (PARTA)","Estimated routing"
"United States","Alexandria","Amtrak","Timetable routing"
"United States","Alexandria","DASH","Timetable routing"
"United States","Alexandria","Fairfax Connector","Timetable routing"
"United States","Alexandria","Virginia Railway Express","Timetable routing"
"United States","Alexandria","WMATA","Realtime routing"
"United States","Allentown","LANTA","Timetable routing"
"United States","Allentown","Trans-Bridge Lines","Timetable routing"
"United States","Anaheim","ART","Timetable routing"
"United States","Anaheim","Amtrak","Timetable routing"
"United States","Anaheim","Amtrak Chartered Vehicle","Timetable routing"
"United States","Anaheim","Metro - Los Angeles","Timetable routing"
"United States","Anaheim","Metrolink Trains","Realtime routing"
"United States","Anaheim","Orange County Transportation Authority","Realtime routing"
"United States","Anaheim","Riverside Transit Agency","Timetable routing"
"United States","Ann Arbor","AAATA","Timetable routing"
"United States","Ann Arbor","Amtrak","Timetable routing"
"United States","Ann Arbor","Amtrak Chartered Vehicle","Timetable routing"
"United States","Ann Arbor","Detroit Ann Arbor Express","Timetable routing"
"United States","Ann Arbor","Michigan Flyer","Timetable routing"
"United States","Ann Arbor","University of Michigan Transportation Services","Timetable routing"
"United States","Arlington","Arlington Transit","Realtime routing"
"United States","Arlington","DASH","Timetable routing"
"United States","Arlington","Fairfax Connector","Timetable routing"
"United States","Arlington","Loudoun County Transit","Estimated routing"
"United States","Arlington","OMNIRIDE","Timetable routing"
"United States","Arlington","Trinity Metro","Timetable routing"
"United States","Arlington","Virginia Railway Express","Timetable routing"
"United States","Arlington","WMATA","Realtime routing"
"United States","Asheville","Asheville Rides Transit","Timetable routing"
"United States","Athens","Athens Public Transit","Timetable routing"
"United States","Atlanta","Amtrak","Timetable routing"
"United States","Atlanta","Atlantic Station Shuttle","Estimated routing"
"United States","Atlanta","CobbLinc","Timetable routing"
"United States","Atlanta","Emory's Cliff Shuttles","Estimated routing"
"United States","Atlanta","Metropolitan Atlanta Rapid Transit Authority","Realtime routing"
"United States","Atlanta","Xpress","Timetable routing"
"United States","Aurora","Metra","Realtime routing"
"United States","Aurora","PACE","Timetable routing"
"United States","Aurora","Regional Transportation District","Realtime routing"
"United States","Baltimore","Amtrak","Timetable routing"
"United States","Baltimore","Charm City Circulator (Baltimore City)","Timetable routing"
"United States","Baltimore","Harbor Connector","Timetable routing"
"United States","Baltimore","Harbor Trolley","Timetable routing"
"United States","Baltimore","MARC","Timetable routing"
"United States","Baltimore","Maryland Transit Administration","Realtime routing"
"United States","Baltimore","Peter Pan Bus Lines","Timetable routing"
"United States","Bellevue","Metro Transit","Realtime routing"
"United States","Bellevue","Sound Transit","Realtime routing"
"United States","Berkeley","AC TRANSIT","Realtime routing"
"United States","Berkeley","Amtrak","Timetable routing"
"United States","Berkeley","BART","Realtime routing"
"United States","Berkeley","Capitol Corridor Joint Powers Authority","Timetable routing"
"United States","Berkeley","Emery Go-Round","Timetable routing"
"United States","Berkeley","University of California Berkeley","Estimated routing"
"United States","Billings","City of Billings MET Transit","Realtime routing"
"United States","Billings","Express Arrow","Timetable routing"
"United States","Blacksburg","Blacksburg Transit","Timetable routing"
"United States","Blacksburg","Radford Transit","Timetable routing"
"United States","Blacksburg","Valley Metro Roanoke","Realtime routing"
"United States","Bloomington","Bloomington Transit","Timetable routing"
"United States","Boise","Boise State","Timetable routing"
"United States","Boise","Valley Regional Transit","Realtime routing"
"United States","Boston","Amtrak","Timetable routing"
"United States","Boston","Bay State Cruise Company","Timetable routing"
"United States","Boston","Bloom Bus","Estimated routing"
"United States","Boston","Boston Express","Estimated routing"
"United States","Boston","Boston Harbor Cruises","Estimated routing"
"United States","Boston","Boston Harbor Islands Ferries (operated by Boston's Best Cruises)","Estimated routing"
"United States","Boston","Brockton Area Transit Authority","Timetable routing"
"United States","Boston","C&J","Timetable routing"
"United States","Boston","Cape Cod Regional Transit Authority","Realtime routing"
"United States","Boston","Concord Coach Lines","Timetable routing"
"United States","Boston","DATTCO","Estimated routing"
"United States","Boston","Logan Express","Timetable routing"
"United States","Boston","MBTA","Realtime routing"
"United States","Boston","Massport","Timetable routing"
"United States","Boston","Megabus","Estimated routing"
"United States","Boston","National Park Service","Timetable routing"
"United States","Boston","Peter Pan Bonanza Division","Timetable routing"
"United States","Boston","Peter Pan Bus Lines","Timetable routing"
"United States","Boston","Plymouth & Brockton Street Railway Co.","Timetable routing"
"United States","Boston","Salem Ferry","Estimated routing"
"United States","Boston","Yankee Line","Timetable routing"
"United States","Boulder","Boulder County","Realtime routing"
"United States","Boulder","City of Boulder","Realtime routing"
"United States","Boulder","Regional Transportation District","Realtime routing"
"United States","Boulder","Transfort","Timetable routing"
"United States","Boulder","University of Colorado Boulder","Timetable routing"
"United States","Bradenton","Breeze Transit","Realtime routing"
"United States","Bradenton","Manatee County Area Transit","Timetable routing"
"United States","Buffalo","Amtrak","Timetable routing"
"United States","Buffalo","NFTA","Timetable routing"
"United States","Buffalo","NFTA - Metro","Timetable routing"
"United States","Buffalo","VIA Rail","Timetable routing"
"United States","Burbank","Amtrak","Timetable routing"
"United States","Burbank","Amtrak Chartered Vehicle","Timetable routing"
"United States","Burbank","Burbank Bus","Timetable routing"
"United States","Burbank","Glendale Beeline","Timetable routing"
"United States","Burbank","LADOT","Timetable routing"
"United States","Burbank","Metro - Los Angeles","Timetable routing"
"United States","Burbank","Metrolink Trains","Realtime routing"
"United States","Burbank","Santa Clarita Transit","Realtime routing"
"United States","Butler","Butler Transit Authority","Estimated routing"
"United States","Butler","Myers Coach Lines","Estimated routing"
"United States","Cambridge","128 Business Council","Estimated routing"
"United States","Cambridge","MBTA","Realtime routing"
"United States","Carlsbad","North County Transit District","Realtime routing"
"United States","Carrollton","DALLAS AREA RAPID TRANSIT","Timetable routing"
"United States","Carrollton","Denton County Transportation Authority","Realtime routing"
"United States","Cary","Amtrak","Timetable routing"
"United States","Cary","GoCary","Timetable routing"
"United States","Cary","GoTriangle","Timetable routing"
"United States","Cedar Rapids","Cedar Rapids Transit","Timetable routing"
"United States","Cedar Rapids","CorridorRides","Timetable routing"
"United States","Centennial","Regional Transportation District","Realtime routing"
"United States","Champaign","Amtrak","Timetable routing"
"United States","Champaign","Champaign Urbana Mass Transit District","Timetable routing"
"United States","Champaign","Danville Mass Transit","Timetable routing"
"United States","Charleston","Amtrak","Timetable routing"
"United States","Charleston","Barons I-Ride-79","Estimated routing"
"United States","Charleston","Charleston Area Regional Transportation Authority","Timetable routing"
"United States","Charleston","Kanawha Valley Regional Transportation Authority","Estimated routing"
"United States","Charleston","National Park Service","Timetable routing"
"United States","Charleston","TriCounty Link","Timetable routing"
"United States","Charleston","TriRiver Transit","Estimated routing"
"United States","Charlotte","Amtrak","Timetable routing"
"United States","Charlotte","CATS","Timetable routing"
"United States","Charlotte","Concord Kannapolis Area Transit","Realtime routing"
"United States","Charlottesville","Amtrak","Timetable routing"
"United States","Charlottesville","Amtrak Chartered Vehicle","Timetable routing"
"United States","Charlottesville","Charlottesville Area Transit","Timetable routing"
"United States","Chicago","Amtrak","Timetable routing"
"United States","Chicago","Chicago Airport System","Estimated routing"
"United States","Chicago","Chicago Transit Authority","Timetable routing"
"United States","Chicago","Chicago Water Taxi","Timetable routing"
"United States","Chicago","Metra","Realtime routing"
"United States","Chicago","Northern Indiana Commuter Transportation District","Timetable routing"
"United States","Chicago","PACE","Timetable routing"
"United States","Chicago","Shoreline Sightseeing","Estimated routing"
"United States","Chicago","Valparaiso Transit","Timetable routing"
"United States","Chicago","Van Galder (Coach USA)","Timetable routing"
"United States","Chicago","Wisconsin Coach Lines","Timetable routing"
"United States","Chula Vista","MTS","Realtime routing"
"United States","Cincinnati","Amtrak","Timetable routing"
"United States","Cincinnati","BCRTA","Timetable routing"
"United States","Cincinnati","METRO","Realtime routing"
"United States","Cincinnati","Transit Authority of Northern Kentucky","Realtime routing"
"United States","Clarksville","Clarksville Transit System","Timetable routing"
"United States","Clarksville","WeGo Public Transit","Realtime routing"
"United States","Clearwater","Pinellas Suncoast Transit Authority","Timetable routing"
"United States","Clemson","Amtrak","Timetable routing"
"United States","Clemson","Clemson Area Transit","Estimated routing"
"United States","Cleveland","Amtrak","Timetable routing"
"United States","Cleveland","Greater Cleveland Regional Transit Authority","Realtime routing"
"United States","Cleveland","Laketran","Timetable routing"
"United States","Cleveland","METRO","Realtime routing"
"United States","Cleveland","Portage Area Regional Transit Authority (PARTA)","Estimated routing"
"United States","Columbus","Central Ohio Transit Authority","Realtime routing"
"United States","Columbus","Delaware County Transit","Estimated routing"
"United States","Columbus","METRA","Timetable routing"
"United States","Concord","BART","Realtime routing"
"United States","Concord","County Connection","Realtime routing"
"United States","Concord","SolTrans","Realtime routing"
"United States","Concord","Tri Delta Transit","Realtime routing"
"United States","Coral Springs","Broward County Transit","Realtime routing"
"United States","Costa Mesa","Orange County Transportation Authority","Realtime routing"
"United States","Daly City","BART","Realtime routing"
"United States","Daly City","Commute.org Shuttles","Timetable routing"
"United States","Daly City","SamTrans","Realtime routing"
"United States","Daly City","San Francisco Municipal Transportation Agency","Realtime routing"
"United States","Dayton","Greater Dayton RTA","Timetable routing"
"United States","Des Moines","Des Moines Area Regional Transit Authority","Realtime routing"
"United States","Detroit","Amtrak","Timetable routing"
"United States","Detroit","Amtrak Chartered Vehicle","Timetable routing"
"United States","Detroit","Detroit Ann Arbor Express","Timetable routing"
"United States","Detroit","Detroit Department of Transportation","Timetable routing"
"United States","Detroit","Detroit People Mover","Realtime routing"
"United States","Detroit","Michigan Flyer","Timetable routing"
"United States","Detroit","Qline Detroit","Timetable routing"
"United States","Detroit","SMART","Timetable routing"
"United States","Downey","Long Beach Transit","Realtime routing"
"United States","Downey","Metro - Los Angeles","Timetable routing"
"United States","Durham","Amtrak","Timetable routing"
"United States","Durham","Duke Transit","Timetable routing"
"United States","Durham","GoDurham","Realtime routing"
"United States","Durham","GoTriangle","Timetable routing"
"United States","Eau Claire","Coach Usa","Timetable routing"
"United States","Eau Claire","Eau Claire Transit","Timetable routing"
"United States","El Monte","Foothill Transit","Timetable routing"
"United States","El Monte","Metro - Los Angeles","Timetable routing"
"United States","El Monte","Metrolink Trains","Realtime routing"
"United States","El Monte","Norwalk Transit System","Realtime routing"
"United States","Elgin","Metra","Realtime routing"
"United States","Elgin","PACE","Timetable routing"
"United States","Elizabeth","NJ TRANSIT BUS","Timetable routing"
"United States","Elizabeth","NJ TRANSIT RAIL","Timetable routing"
"United States","Elizabeth","Newark Airport Express","Timetable routing"
"United States","Elizabeth","Port Authority of NY & NJ","Estimated routing"
"United States","Elizabeth","Trans-Bridge Lines","Timetable routing"
"United States","Elk Grove","Amtrak Chartered Vehicle","Timetable routing"
"United States","Elk Grove","SacRT (Elk Grove)","Realtime routing"
"United States","Elk Grove","Sacramento Regional Transit","Realtime routing"
"United States","Elk Grove","South County Transit Link","Timetable routing"
"United States","Elkhart","Amtrak","Timetable routing"
"United States","Elkhart","Interurban Trolley (MACOG)","Timetable routing"
"United States","Escondido","MTS","Realtime routing"
"United States","Escondido","North County Transit District","Realtime routing"
"United States","Eugene","Amtrak","Timetable routing"
"United States","Eugene","Diamond Express","Timetable routing"
"United States","Eugene","LTD","Realtime routing"
"United States","Eugene","Link Lane","Timetable routing"
"United States","Eugene","Oregon POINT","Timetable routing"
"United States","Eugene","Pacific Crest Bus Lines","Timetable routing"
"United States","Eugene","South Lane Wheels","Estimated routing"
"United States","Eureka","Amtrak Chartered Vehicle","Timetable routing"
"United States","Eureka","Eureka Transit System","Timetable routing"
"United States","Eureka","North State Express: 101","Timetable routing"
"United States","Eureka","Redwood Coast Transit","Timetable routing"
"United States","Eureka","Redwood Transit System","Timetable routing"
"United States","Eureka","Southern Humboldt Line","Timetable routing"
"United States","Evansville","METS","Timetable routing"
"United States","Evansville","Ride Solution/WATS","Timetable routing"
"United States","Everett","Amtrak","Realtime routing"
"United States","Everett","Amtrak Chartered Vehicle","Timetable routing"
"United States","Everett","Community Transit","Realtime routing"
"United States","Everett","Everett Transit","Realtime routing"
"United States","Everett","Island Transit","Timetable routing"
"United States","Everett","Skagit Transit","Timetable routing"
"United States","Everett","Sound Transit","Realtime routing"
"United States","Fairbanks","RM_Fairbanks","Estimated routing"
"United States","Fairfield","Amtrak","Timetable routing"
"United States","Fairfield","Capitol Corridor Joint Powers Authority","Timetable routing"
"United States","Fairfield","FAST","Realtime routing"
"United States","Fairfield","Rio Vista Delta Breeze","Timetable routing"
"United States","Fairfield","SolTrans","Realtime routing"
"United States","Fairfield","VINE Transit","Realtime routing"
"United States","Fontana","Metrolink Trains","Realtime routing"
"United States","Fontana","OMNITRANS","Timetable routing"
"United States","Fontana","Riverside Transit Agency","Timetable routing"
"United States","Fontana","Victor Valley Transit Authority","Realtime routing"
"United States","Fort Collins","Colorado Department of Transportation","Realtime routing"
"United States","Fort Collins","Greeley-Evans Transit","Timetable routing"
"United States","Fort Collins","Groome Transportation","Estimated routing"
"United States","Fort Collins","Transfort","Timetable routing"
"United States","Fort Lauderdale","Amtrak","Timetable routing"
"United States","Fort Lauderdale","Brightline","Timetable routing"
"United States","Fort Lauderdale","Broward County Transit","Realtime routing"
"United States","Fort Lauderdale","Tri-Rail","Realtime routing"
"United States","Fort Wayne","Citilink","Timetable routing"
"United States","Fresno","Amtrak Chartered Vehicle","Timetable routing"
"United States","Fresno","Fresno Area Express","Realtime routing"
"United States","Fresno","Fresno County Rural Transit Agency","Timetable routing"
"United States","Fresno","Kings Area Rural Transit","Realtime routing"
"United States","Fresno","VISALIA TRANSIT","Timetable routing"
"United States","Fresno","Yosemite Area Regional Transportation System","Timetable routing"
"United States","Fullerton","Amtrak","Timetable routing"
"United States","Fullerton","Amtrak Chartered Vehicle","Timetable routing"
"United States","Fullerton","Metro - Los Angeles","Timetable routing"
"United States","Fullerton","Metrolink Trains","Realtime routing"
"United States","Fullerton","Orange County Transportation Authority","Realtime routing"
"United States","Garden Grove","ART","Timetable routing"
"United States","Garden Grove","Orange County Transportation Authority","Realtime routing"
"United States","Garland","DALLAS AREA RAPID TRANSIT","Timetable routing"
"United States","Glendale","Amtrak","Timetable routing"
"United States","Glendale","Amtrak Chartered Vehicle","Timetable routing"
"United States","Glendale","Glendale Beeline","Timetable routing"
"United States","Glendale","LADOT","Timetable routing"
"United States","Glendale","Metro - Los Angeles","Timetable routing"
"United States","Glendale","Metrolink Trains","Realtime routing"
"United States","Glendale","Valley Metro","Realtime routing"
"United States","Goshen","Interurban Trolley (MACOG)","Timetable routing"
"United States","Grand Forks","Amtrak","Timetable routing"
"United States","Grand Forks","Cities Area Transit","Realtime routing"
"United States","Grand Rapids","Amtrak","Timetable routing"
"United States","Grand Rapids","The Rapid","Realtime routing"
"United States","Harrisburg","Amtrak","Timetable routing"
"United States","Harrisburg","Capital Area Transit","Timetable routing"
"United States","Harrisburg","Lebanon","Timetable routing"
"United States","Harrisburg","rabbittransit","Timetable routing"
"United States","Hartford","Amtrak","Timetable routing"
"United States","Hartford","CTTransit- Hartford","Realtime routing"
"United States","Hartford","CTtransit","Realtime routing"
"United States","Hartford","Megabus","Estimated routing"
"United States","Hartford","Peter Pan Bus Lines","Timetable routing"
"United States","Hialeah","Miami-Dade Transit","Timetable routing"
"United States","Hialeah","Tri-Rail","Realtime routing"
"United States","High Point","Amtrak","Timetable routing"
"United States","High Point","High Point Transit System","Estimated routing"
"United States","High Point","Piedmont Authority for Regional Transportation","Timetable routing"
"United States","Hollywood","Amtrak","Timetable routing"
"United States","Hollywood","Broward County Transit","Realtime routing"
"United States","Hollywood","Hollywood","Estimated routing"
"United States","Hollywood","Tri-Rail","Realtime routing"
"United States","Huntington Beach","Orange County Transportation Authority","Realtime routing"
"United States","Inglewood","GTrans","Timetable routing"
"United States","Inglewood","I-Line Shuttle","Timetable routing"
"United States","Inglewood","LA Go Bus","Timetable routing"
"United States","Inglewood","Metro - Los Angeles","Timetable routing"
"United States","Inglewood","TORRANCE TRANSIT SYSTEM","Timetable routing"
"United States","Irving","DALLAS AREA RAPID TRANSIT","Timetable routing"
"United States","Jersey City","Academy Bus","Timetable routing"
"United States","Jersey City","NJ TRANSIT BUS","Timetable routing"
"United States","Jersey City","NJ TRANSIT RAIL","Timetable routing"
"United States","Jersey City","NY Waterway","Timetable routing"
"United States","Jersey City","National Park Service","Timetable routing"
"United States","Jersey City","Port Authority Trans-Hudson Corporation","Timetable routing"
"United States","Jersey City","Seastreak","Timetable routing"
"United States","Kalamazoo","Amtrak","Timetable routing"
"United States","Kalamazoo","Kalamazoo","Realtime routing"
"United States","Kent","Metro Transit","Realtime routing"
"United States","Kent","Sound Transit","Realtime routing"
"United States","Knoxville","Knoxville Area Transit","Realtime routing"
"United States","La Crosse","Amtrak","Timetable routing"
"United States","La Crosse","Municipal Transit Utility","Timetable routing"
"United States","Lafayette","Amtrak","Timetable routing"
"United States","Lafayette","CityBus","Timetable routing"
"United States","Lakewood","Bustang Outrider","Timetable routing"
"United States","Lakewood","Colorado Department of Transportation","Realtime routing"
"United States","Lakewood","Regional Transportation District","Realtime routing"
"United States","Lansing","Capital Area Transportation Authority","Timetable routing"
"United States","Lincoln","Amtrak","Timetable routing"
"United States","Lincoln","Express Arrow","Timetable routing"
"United States","Lincoln","StarTran","Timetable routing"
"United States","Little Rock","Amtrak","Timetable routing"
"United States","Little Rock","Central Arkansas Transit Authority","Estimated routing"
"United States","Little Rock","RRMETRO","Timetable routing"
"United States","Long Beach","LADOT","Timetable routing"
"United States","Long Beach","LAX","Estimated routing"
"United States","Long Beach","Long Beach Transit","Realtime routing"
"United States","Long Beach","Metro - Los Angeles","Timetable routing"
"United States","Long Beach","Orange County Transportation Authority","Realtime routing"
"United States","Long Beach","TORRANCE TRANSIT SYSTEM","Timetable routing"
"United States","Los Angeles","AVTA","Timetable routing"
"United States","Los Angeles","Alhambra Community Transit","Timetable routing"
"United States","Los Angeles","Amtrak","Timetable routing"
"United States","Los Angeles","Amtrak Chartered Vehicle","Timetable routing"
"United States","Los Angeles","Beach Cities Transit","Realtime routing"
"United States","Los Angeles","Big Blue Bus","Realtime routing"
"United States","Los Angeles","Burbank Bus","Timetable routing"
"United States","Los Angeles","City Of Commerce Transit","Realtime routing"
"United States","Los Angeles","City of West Hollywood","Timetable routing"
"United States","Los Angeles","Culver CityBus","Timetable routing"
"United States","Los Angeles","Foothill Transit","Timetable routing"
"United States","Los Angeles","GTrans","Timetable routing"
"United States","Los Angeles","LA Go Bus","Timetable routing"
"United States","Los Angeles","LADOT","Timetable routing"
"United States","Los Angeles","LAX","Estimated routing"
"United States","Los Angeles","Long Beach Transit","Realtime routing"
"United States","Los Angeles","Metro - Los Angeles","Timetable routing"
"United States","Los Angeles","Metrolink Trains","Realtime routing"
"United States","Los Angeles","Palos Verdes Peninsula Transit Authority","Timetable routing"
"United States","Los Angeles","Pasadena Transit","Realtime routing"
"United States","Los Angeles","Santa Clarita Transit","Realtime routing"
"United States","Los Angeles","Simi Valley Transit","Realtime routing"
"United States","Los Angeles","Spirit Bus","Timetable routing"
"United States","Los Angeles","TORRANCE TRANSIT SYSTEM","Timetable routing"
"United States","Los Angeles","VCTC Intercity","Realtime routing"
"United States","Lowell","Lowell Regional Transit Authority","Timetable routing"
"United States","Lowell","MBTA","Realtime routing"
"United States","Lowell","Merrimack Valley Transit","Timetable routing"
"United States","Lynchburg","Amtrak","Timetable routing"
"United States","Lynchburg","Greater Lynchburg Transit Co.","Timetable routing"
"United States","Madison","Metro Transit-City of Madison","Realtime routing"
"United States","Madison","Van Galder (Coach USA)","Timetable routing"
"United States","McAllen","Metro McAllen","Timetable routing"
