country,city,operator,quality
"Argentina","Almirante Brown","AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT","Realtime routing"
"Argentina","Almirante Brown","EMPRESA DE TRANSPORTE DEL SUR SRL","Realtime routing"
"Argentina","Almirante Brown","EXPRESO VILLA GALICIA SAN JOSE S.A.","Realtime routing"
"Argentina","Almirante Brown","GENERAL TOMAS GUIDO S.A.C.I.F.","Realtime routing"
"Argentina","Almirante Brown","MICRO OMNIBUS MITRE S.A.","Realtime routing"
"Argentina","Almirante Brown","MICRO OMNIBUS SUR S.A.C.","Realtime routing"
"Argentina","Almirante Brown","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Almirante Brown","TRANSPORTE AUTOMOTORES LA PLATA SA","Realtime routing"
"Argentina","Almirante Brown","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Avellaneda","COMPAÑIA MICROOMNIBUS LA COLORADA SACI","Realtime routing"
"Argentina","Avellaneda","COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","Realtime routing"
"Argentina","Avellaneda","EL NUEVO HALCON S.A.","Realtime routing"
"Argentina","Avellaneda","EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.","Realtime routing"
"Argentina","Avellaneda","EMPRESA ANTARTIDA ARGENTINA S.A.T.","Realtime routing"
"Argentina","Avellaneda","EXPRESO NUEVE DE JULIO S.A.","Realtime routing"
"Argentina","Avellaneda","EXPRESO QUILMES S.A.","Realtime routing"
"Argentina","Avellaneda","EXPRESO VILLA GALICIA SAN JOSE S.A.","Realtime routing"
"Argentina","Avellaneda","GENERAL TOMAS GUIDO S.A.C.I.F.","Realtime routing"
"Argentina","Avellaneda","LA CENTRAL DE VICENTE LOPEZ S.A.","Realtime routing"
"Argentina","Avellaneda","LINEA 10 S.A.","Realtime routing"
"Argentina","Avellaneda","LINEA 17 S.A.","Realtime routing"
"Argentina","Avellaneda","LINEA 22 S.A.","Realtime routing"
"Argentina","Avellaneda","MICRO OMNIBUS O´HIGGINS S.A.T.","Realtime routing"
"Argentina","Avellaneda","MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.","Realtime routing"
"Argentina","Avellaneda","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Avellaneda","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
"Argentina","Avellaneda","TRANSPORTES 1º SEPTIEMBRE S.A.","Realtime routing"
"Argentina","Avellaneda","TRANSPORTES ALMIRANTE BROWN S.A.","Realtime routing"
"Argentina","Avellaneda","TRANSPORTES AUTOMOTORES RIACHUELO S.A.","Realtime routing"
"Argentina","Avellaneda","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Berazategui","EXPRESO QUILMES S.A.","Realtime routing"
"Argentina","Berazategui","MICRO OMNIBUS QUILMES S.A.C.I. Y F.","Realtime routing"
"Argentina","Berazategui","UNION PLATENSE SRL","Realtime routing"
"Argentina","Berazategui","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Buenos Aires City","17 DE AGOSTO S.A.","Realtime routing"
"Argentina","Buenos Aires City","4 DE SEPTIEMBRE S.A.T.C.P.","Realtime routing"
"Argentina","Buenos Aires City","ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I","Realtime routing"
"Argentina","Buenos Aires City","ALMAFUERTE S.A.T.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Buenos Aires City","BERNARDINO RIVADAVIA S.A.T.A.","Realtime routing"
"Argentina","Buenos Aires City","BUENOS AIRES BUS SOCIEDAD ANONIMA","Realtime routing"
"Argentina","Buenos Aires City","BUS DEL OESTE S.A.","Realtime routing"
"Argentina","Buenos Aires City","CARDENAS S.A. EMPRESA DE TRANSPORTES","Realtime routing"
"Argentina","Buenos Aires City","COLECTIVEROS UNIDOS S.A.","Realtime routing"
"Argentina","Buenos Aires City","COMPAÑIA MICROOMNIBUS LA COLORADA SACI","Realtime routing"
"Argentina","Buenos Aires City","D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Buenos Aires City","D.U.V.I. SOCIEDAD ANONIMA","Realtime routing"
"Argentina","Buenos Aires City","EL NUEVO HALCON S.A.","Realtime routing"
"Argentina","Buenos Aires City","EL PUENTE S.A.T.","Realtime routing"
"Argentina","Buenos Aires City","EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.","Realtime routing"
"Argentina","Buenos Aires City","EMP.DE TRANSP.MICROOMN.SAENZ PEÑA S.R.L.","Realtime routing"
"Argentina","Buenos Aires City","EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F.","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA ANTARTIDA ARGENTINA S.A.T.","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA DE TRANSPORTE DEL SUR SRL","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA DE TRANSPORTES AMERICA S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA LINEA 216 S.A.T.","Realtime routing"
"Argentina","Buenos Aires City","EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.","Realtime routing"
"Argentina","Buenos Aires City","ERSA URBANO","Realtime routing"
"Argentina","Buenos Aires City","EXPRESO GENERAL SARMIENTO S.A.","Realtime routing"
"Argentina","Buenos Aires City","EXPRESO QUILMES S.A.","Realtime routing"
"Argentina","Buenos Aires City","EXPRESO SAN ISIDRO S.A.T.C.I.F.I.","Realtime routing"
"Argentina","Buenos Aires City","Ferrovías","Estimated routing"
"Argentina","Buenos Aires City","GENERAL PUEYRREDON S.A.T.C.I.","Realtime routing"
"Argentina","Buenos Aires City","GENERAL TOMAS GUIDO S.A.C.I.F.","Realtime routing"
"Argentina","Buenos Aires City","GRUPO LINEA 179 S.A.","Realtime routing"
"Argentina","Buenos Aires City","JUAN B. JUSTO S.A.T.C.I.","Realtime routing"
"Argentina","Buenos Aires City","LA CABAÑA S.A.","Realtime routing"
"Argentina","Buenos Aires City","LA CENTRAL DE ESCOBAR SA","Realtime routing"
"Argentina","Buenos Aires City","LA CENTRAL DE VICENTE LOPEZ S.A.","Realtime routing"
"Argentina","Buenos Aires City","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","Buenos Aires City","LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS","Realtime routing"
"Argentina","Buenos Aires City","LINEA 10 S.A.","Realtime routing"
"Argentina","Buenos Aires City","LINEA 17 S.A.","Realtime routing"
"Argentina","Buenos Aires City","LINEA 213 S.A. DE TRANSPORTE","Realtime routing"
"Argentina","Buenos Aires City","LINEA 22 S.A.","Realtime routing"
"Argentina","Buenos Aires City","LINEA 71 S.A.","Realtime routing"
"Argentina","Buenos Aires City","LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I.","Realtime routing"
"Argentina","Buenos Aires City","LINEA EXPRESO LINIERS S.A.I.Y C.","Realtime routing"
"Argentina","Buenos Aires City","LINEA SESENTA SA","Realtime routing"
"Argentina","Buenos Aires City","LOS CONSTITUYENTES S.A.T.","Realtime routing"
"Argentina","Buenos Aires City","M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Buenos Aires City","MICRO OMNIBUS NORTE S.A.","Realtime routing"
"Argentina","Buenos Aires City","MICRO OMNIBUS QUILMES S.A.C.I. Y F.","Realtime routing"
"Argentina","Buenos Aires City","MICRO OMNIBUS SUR S.A.C.","Realtime routing"
"Argentina","Buenos Aires City","MICRO OMNIBUS TIGRE S.A.","Realtime routing"
"Argentina","Buenos Aires City","MICROOMNIBUS BARRANCAS DE BELGRANO S.A.","Realtime routing"
"Argentina","Buenos Aires City","MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I","Realtime routing"
"Argentina","Buenos Aires City","MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.","Realtime routing"
"Argentina","Buenos Aires City","MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","Manuel Tienda León","Estimated routing"
"Argentina","Buenos Aires City","Metrovías","Estimated routing"
"Argentina","Buenos Aires City","NUDO S.A.","Realtime routing"
"Argentina","Buenos Aires City","NUESTRA SEÑORA DEL ROSARIO S.A. UNION TRANSITORIA","Realtime routing"
"Argentina","Buenos Aires City","NUEVO IDEAL S.A.","Realtime routing"
"Argentina","Buenos Aires City","NUEVOS RUMBOS S.A.T.A.C.I.F.I.","Realtime routing"
"Argentina","Buenos Aires City","ROCARAZA S.A.","Realtime routing"
"Argentina","Buenos Aires City","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Buenos Aires City","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","Buenos Aires City","SOCIEDAD ANONIMA EXPRESO SUDOESTE","Realtime routing"
"Argentina","Buenos Aires City","Subte de Buenos Aires","Timetable routing"
"Argentina","Buenos Aires City","TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.","Realtime routing"
"Argentina","Buenos Aires City","TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C.","Realtime routing"
"Argentina","Buenos Aires City","TRANSP. SGTO. CABRAL","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTE ESCALADA S.A.T.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTE IDEAL SAN JUSTO S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTE NUEVE DE JULIO SAC.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES 1º SEPTIEMBRE S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES 270 S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES ALMIRANTE BROWN S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES ATLANTIDA S.A.C.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES AUTOMOTORES CALLAO S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES AUTOMOTORES RIACHUELO S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES AVENIDA BERNARDO ADER S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES COLEGIALES S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES DEL TEJAR S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES LINEA 123 S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES LOPE DE VEGA S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES NUEVA CHICAGO C.I.S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES QUIRNO COSTA S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES RIO GRANDE S.A.C.I.F.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES SAN CAYETANO S.A.C.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES SANTA FE S.A.C.I.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES SESENTA Y OCHO S.R.L.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES SOL DE MAYO C.I.S.A.","Realtime routing"
"Argentina","Buenos Aires City","TRANSPORTES SUR-NOR C.I.S.A.","Realtime routing"
"Argentina","Buenos Aires City","TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA","Realtime routing"
"Argentina","Buenos Aires City","Trenes de Buenos Aires","Estimated routing"
"Argentina","Buenos Aires City","UNION TRANSPORTISTAS DE EMPRESAS SA","Realtime routing"
"Argentina","Buenos Aires City","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Buenos Aires City","VUELTA DE ROCHA S.A.T.C.I.","Realtime routing"
"Argentina","General San Martín","COMPAÑIA ISLEÑA S.R.L.","Realtime routing"
"Argentina","General San Martín","COMPAÑIA NOROESTE S.A.T.","Realtime routing"
"Argentina","General San Martín","EXPRESO GENERAL SARMIENTO S.A.","Realtime routing"
"Argentina","General San Martín","LINEA SESENTA SA","Realtime routing"
"Argentina","General San Martín","LOS CONSTITUYENTES S.A.T.","Realtime routing"
"Argentina","General San Martín","TRANSPORTE ESCALADA S.A.T.","Realtime routing"
"Argentina","General San Martín","TRANSPORTE JOSE HERNANDEZ S.A.C.I.","Realtime routing"
"Argentina","General San Martín","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
"Argentina","General San Martín","TRANSPORTES ATLANTIDA S.A.C.","Realtime routing"
"Argentina","General San Martín","TRANSPORTES VILLA BOSCH SAC el","Realtime routing"
"Argentina","General San Martín","Trenes de Buenos Aires","Estimated routing"
"Argentina","Hurlingham","COMPAÑIA ISLEÑA S.R.L.","Realtime routing"
"Argentina","Hurlingham","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","Hurlingham","LINEA 213 S.A. DE TRANSPORTE","Realtime routing"
"Argentina","Hurlingham","Metrovías","Estimated routing"
"Argentina","Hurlingham","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","Hurlingham","TRANSPORTE AUTOMOTORES LA PLATA SA","Realtime routing"
"Argentina","Hurlingham","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Ituzaingó","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","Ituzaingó","EMPRESA LINEA 216 S.A.T.","Realtime routing"
"Argentina","Ituzaingó","TRANSPORTES LA PERLITA S.A.","Realtime routing"
"Argentina","Ituzaingó","Trenes de Buenos Aires","Estimated routing"
"Argentina","José C. Paz","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","José C. Paz","EXPRESO GENERAL SARMIENTO S.A.","Realtime routing"
"Argentina","José C. Paz","EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","Realtime routing"
"Argentina","José C. Paz","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","José C. Paz","LA PRIMERA DE GRAND BOURG S.A.","Realtime routing"
"Argentina","José C. Paz","LINEA 213 S.A. DE TRANSPORTE","Realtime routing"
"Argentina","José C. Paz","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","José C. Paz","TRANSPORTES ATLANTIDA S.A.C.","Realtime routing"
"Argentina","José C. Paz","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","La Plata","EMPRESA LINEA SIETE SAT","Realtime routing"
"Argentina","La Plata","EMPRESA NUEVE DE JULIO S.A.T.","Realtime routing"
"Argentina","La Plata","EXPRESO LA PLATA BUENOS AIRES S.A.","Realtime routing"
"Argentina","La Plata","FUERTE BARRAGAN S.A.T.I.C.I.","Realtime routing"
"Argentina","La Plata","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","La Plata","TRANSPORTE LA UNION SA","Realtime routing"
"Argentina","La Plata","UNION PLATENSE SRL","Realtime routing"
"Argentina","La Plata","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Lanús","4 DE SEPTIEMBRE S.A.T.C.P.","Realtime routing"
"Argentina","Lanús","CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL","Realtime routing"
"Argentina","Lanús","CIA LA PAZ AMADOR MOURE SACIFIYA","Realtime routing"
"Argentina","Lanús","COMPAÑIA MICROOMNIBUS LA COLORADA SACI","Realtime routing"
"Argentina","Lanús","COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","Realtime routing"
"Argentina","Lanús","D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Lanús","EL PUENTE S.A.T.","Realtime routing"
"Argentina","Lanús","EL URBANO SRL","Realtime routing"
"Argentina","Lanús","EMPRESA CINCO DE AGOSTO S.R.L.","Realtime routing"
"Argentina","Lanús","EMPRESA DE TRANSPORTE DEL SUR SRL","Realtime routing"
"Argentina","Lanús","EXPRESO NUEVE DE JULIO S.A.","Realtime routing"
"Argentina","Lanús","GENERAL TOMAS GUIDO S.A.C.I.F.","Realtime routing"
"Argentina","Lanús","GRUPO LINEA 179 S.A.","Realtime routing"
"Argentina","Lanús","LINEA 10 S.A.","Realtime routing"
"Argentina","Lanús","MICRO OMNIBUS AVENIDA S.A.","Realtime routing"
"Argentina","Lanús","MICRO OMNIBUS ESTE S.A","Realtime routing"
"Argentina","Lanús","MICRO OMNIBUS MITRE S.A.","Realtime routing"
"Argentina","Lanús","MICRO OMNIBUS O´HIGGINS S.A.T.","Realtime routing"
"Argentina","Lanús","MICRO OMNIBUS SUR S.A.C.","Realtime routing"
"Argentina","Lanús","MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.","Realtime routing"
"Argentina","Lanús","ROCARAZA S.A.","Realtime routing"
"Argentina","Lanús","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Lanús","SOCIEDAD ANONIMA EXPRESO SUDOESTE","Realtime routing"
"Argentina","Lanús","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
"Argentina","Lanús","TRANSPORTES 270 S.A.","Realtime routing"
"Argentina","Lanús","TRANSPORTES ALMIRANTE BROWN S.A.","Realtime routing"
"Argentina","Lanús","TRANSPORTES AUTOMOTORES LANUS ESTE S.A.","Realtime routing"
"Argentina","Lanús","TRANSPORTES AUTOMOTORES RIACHUELO S.A.","Realtime routing"
"Argentina","Lanús","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Lomas de Zamora","AUTOBUSES BUENOS AIRES SRL","Realtime routing"
"Argentina","Lomas de Zamora","CIA LA PAZ AMADOR MOURE SACIFIYA","Realtime routing"
"Argentina","Lomas de Zamora","COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","Realtime routing"
"Argentina","Lomas de Zamora","EXPRESO ESTEBAN ECHEVERRIA S.R.L.","Realtime routing"
"Argentina","Lomas de Zamora","EXPRESO VILLA GALICIA SAN JOSE S.A.","Realtime routing"
"Argentina","Lomas de Zamora","GENERAL TOMAS GUIDO S.A.C.I.F.","Realtime routing"
"Argentina","Lomas de Zamora","MICRO OMNIBUS MITRE S.A.","Realtime routing"
"Argentina","Lomas de Zamora","MICRO OMNIBUS SUR S.A.C.","Realtime routing"
"Argentina","Lomas de Zamora","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Lomas de Zamora","TRANSPORTE AUTOMOTORES LA PLATA SA","Realtime routing"
"Argentina","Lomas de Zamora","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
"Argentina","Lomas de Zamora","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Lomas de Zamora","YITOS S.A.","Realtime routing"
"Argentina","Luján de Cuyo","Autotransportes El Trapiche SRL","Estimated routing"
"Argentina","Luján de Cuyo","Empresa Maipu S.r.l.","Estimated routing"
"Argentina","Maipú","Autotransportes El Trapiche SRL","Estimated routing"
"Argentina","Maipú","El Cacique S.A.","Estimated routing"
"Argentina","Maipú","Empresa Maipu S.r.l.","Estimated routing"
"Argentina","Malvinas Argentinas","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","Malvinas Argentinas","EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Malvinas Argentinas","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","Malvinas Argentinas","LA PRIMERA DE GRAND BOURG S.A.","Realtime routing"
"Argentina","Mendoza","Autotransportes El Trapiche SRL","Estimated routing"
"Argentina","Mendoza","Autotransportes Los Andes S.A.","Estimated routing"
"Argentina","Mendoza","Autotransportes Presidente Alvear Sa Y Otras Ute","Estimated routing"
"Argentina","Mendoza","El Cacique S.A.","Estimated routing"
"Argentina","Mendoza","Empresa Maipu S.r.l.","Estimated routing"
"Argentina","Mendoza","Empresa Provincial de Transporte de Mendoza","Estimated routing"
"Argentina","Mendoza","Transporte De Pasajeros General Roca S.r.l.","Estimated routing"
"Argentina","Mendoza","Transportes El Plumerillo S.A.","Estimated routing"
"Argentina","Merlo","EMPRESA LINEA 216 S.A.T.","Realtime routing"
"Argentina","Merlo","LIBERTADOR SAN MARTIN SAT","Realtime routing"
"Argentina","Merlo","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","Merlo","TRANSPORTES LA PERLITA S.A.","Realtime routing"
"Argentina","Merlo","TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.","Realtime routing"
"Argentina","Merlo","Trenes de Buenos Aires","Estimated routing"
"Argentina","Morón","BUS DEL OESTE S.A.","Realtime routing"
"Argentina","Morón","COMPAÑIA DE TRANSPORTE VECINAL S.A.","Realtime routing"
"Argentina","Morón","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","Morón","EMPRESA LINEA 216 S.A.T.","Realtime routing"
"Argentina","Morón","LA CABAÑA S.A.","Realtime routing"
"Argentina","Morón","LIBERTADOR SAN MARTIN SAT","Realtime routing"
"Argentina","Morón","MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.","Realtime routing"
"Argentina","Morón","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","Morón","TRANSPORTE AUTOMOTORES LA PLATA SA","Realtime routing"
"Argentina","Morón","TRANSPORTES SAN CAYETANO S.A.C.","Realtime routing"
"Argentina","Morón","TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.","Realtime routing"
"Argentina","Morón","Trenes de Buenos Aires","Estimated routing"
"Argentina","Pilar","COMPAÑIA ISLEÑA S.R.L.","Realtime routing"
"Argentina","Pilar","EXPRESO GENERAL SARMIENTO S.A.","Realtime routing"
"Argentina","Pilar","TRANSPORTES ATLANTIDA S.A.C.","Realtime routing"
"Argentina","Pilar","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Quilmes","COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","Realtime routing"
"Argentina","Quilmes","EL NUEVO HALCON S.A.","Realtime routing"
"Argentina","Quilmes","EXPRESO QUILMES S.A.","Realtime routing"
"Argentina","Quilmes","EXPRESO VILLA GALICIA SAN JOSE S.A.","Realtime routing"
"Argentina","Quilmes","EXPRESO VILLA NUEVA S.A.","Realtime routing"
"Argentina","Quilmes","LINEA 22 S.A.","Realtime routing"
"Argentina","Quilmes","MICRO OMNIBUS PRIMERA JUNTA S.A","Realtime routing"
"Argentina","Quilmes","MICRO OMNIBUS QUILMES S.A.C.I. Y F.","Realtime routing"
"Argentina","Quilmes","SAN VICENTE S.A. DE TRANSPORTES","Realtime routing"
"Argentina","Quilmes","SOCIEDAD ANONIMA EXPRESO SUDOESTE","Realtime routing"
"Argentina","Quilmes","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","San Fernando","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","San Fernando","COMPAÑIA NOROESTE S.A.T.","Realtime routing"
"Argentina","San Fernando","EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A","Realtime routing"
"Argentina","San Fernando","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","San Fernando","LINEA SESENTA SA","Realtime routing"
"Argentina","San Fernando","MICRO OMNIBUS GRAL PACHECO SRL","Realtime routing"
"Argentina","San Fernando","MICRO OMNIBUS NORTE S.A.","Realtime routing"
"Argentina","San Fernando","MICRO OMNIBUS TIGRE S.A.","Realtime routing"
"Argentina","San Fernando","Tren de la Costa","Estimated routing"
"Argentina","San Fernando","Trenes de Buenos Aires","Estimated routing"
"Argentina","San Isidro","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","San Isidro","COMPAÑIA NOROESTE S.A.T.","Realtime routing"
"Argentina","San Isidro","EMPRESA CIUDAD DE SAN FERNANDO SA","Realtime routing"
"Argentina","San Isidro","EXPRESO SAN ISIDRO S.A.T.C.I.F.I.","Realtime routing"
"Argentina","San Isidro","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","San Isidro","MICRO OMNIBUS GENERAL SAN MARTIN SAC","Realtime routing"
"Argentina","San Isidro","MICRO OMNIBUS NORTE S.A.","Realtime routing"
"Argentina","San Isidro","TRANSPORTE AUTOMOTORES LA PLATA SA","Realtime routing"
"Argentina","San Isidro","Tren de la Costa","Estimated routing"
"Argentina","San Isidro","Trenes de Buenos Aires","Estimated routing"
"Argentina","San Miguel","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","San Miguel","EMPRESA DEL OESTE SAT","Realtime routing"
"Argentina","San Miguel","EMPRESA LINEA 216 S.A.T.","Realtime routing"
"Argentina","San Miguel","EXPRESO GENERAL SARMIENTO S.A.","Realtime routing"
"Argentina","San Miguel","EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","Realtime routing"
"Argentina","San Miguel","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","San Miguel","LA PRIMERA DE GRAND BOURG S.A.","Realtime routing"
"Argentina","San Miguel","LINEA 213 S.A. DE TRANSPORTE","Realtime routing"
"Argentina","San Miguel","SARGENTO CABRAL S.A.DE TRANSPORTE","Realtime routing"
"Argentina","San Miguel","TRANSPORTES ATLANTIDA S.A.C.","Realtime routing"
"Argentina","San Miguel","Unidad de Gestión Operativa Ferroviária de Emergencia","Estimated routing"
"Argentina","Tigre","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Tigre","COMPAÑIA NOROESTE S.A.T.","Realtime routing"
"Argentina","Tigre","EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A","Realtime routing"
"Argentina","Tigre","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","Tigre","LINEA SESENTA SA","Realtime routing"
"Argentina","Tigre","MICRO OMNIBUS GRAL PACHECO SRL","Realtime routing"
"Argentina","Tigre","MICRO OMNIBUS NORTE S.A.","Realtime routing"
"Argentina","Tigre","MICRO OMNIBUS TIGRE S.A.","Realtime routing"
"Argentina","Tigre","Tren de la Costa","Estimated routing"
"Argentina","Tigre","Trenes de Buenos Aires","Estimated routing"
"Argentina","Tigre","UTENOR SA L 722","Realtime routing"
"Argentina","Vicente López","AZUL S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Vicente López","EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A.","Realtime routing"
"Argentina","Vicente López","EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A","Realtime routing"
"Argentina","Vicente López","EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S.","Realtime routing"
"Argentina","Vicente López","EXPRESO SAN ISIDRO S.A.T.C.I.F.I.","Realtime routing"
"Argentina","Vicente López","LA NUEVA METROPOL S.A.","Realtime routing"
"Argentina","Vicente López","LA PRIMERA DE MARTINEZ S.A","Realtime routing"
"Argentina","Vicente López","LINEA 71 S.A.","Realtime routing"
"Argentina","Vicente López","LINEA SESENTA SA","Realtime routing"
"Argentina","Vicente López","M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR","Realtime routing"
"Argentina","Vicente López","MICRO OMNIBUS NORTE S.A.","Realtime routing"
"Argentina","Vicente López","MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I","Realtime routing"
"Argentina","Vicente López","MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.","Realtime routing"
"Argentina","Vicente López","TRANSPORTE LARRAZABAL C.I.S.A.","Realtime routing"
